distance	O_AE_s1	O_pp_s1	O_AE_s2	O_pp_s2	O_AE_p1	O_pp_p1	O_AE_p2	O_pp_p2
0.1300085191	0.4025458256	-0.2541298455	0.3262175569	-0.22613427	0.1566026524	3.84E-02	0.1836325052	4.25E-02
0.1305526451	0.4018476473	-0.2551637702	0.3256134502	-0.2270464518	0.1576087117	3.87E-02	0.1848085911	4.29E-02
0.131099043	0.4011354871	-0.2562016421	0.3249976342	-0.2279620151	0.1586200811	3.90E-02	0.1859908241	4.32E-02
0.1316477223	0.4004092727	-0.2572434731	0.3243700484	-0.228880969	0.1596367761	3.93E-02	0.1871792213	4.36E-02
0.1321986926	0.3996689321	-0.2582892751	0.3237306326	-0.2298033221	0.1606588121	3.97E-02	0.1883737994	4.39E-02
0.1327519633	0.3989143935	-0.2593390601	0.3230793265	-0.2307290833	0.1616862045	4.00E-02	0.189574575	4.43E-02
0.1333075442	0.3981455851	-0.2603928398	0.3224160702	-0.2316582613	0.1627189685	4.03E-02	0.1907815647	4.46E-02
0.1338654448	0.3973624353	-0.2614506262	0.3217408038	-0.2325908649	0.1637571192	4.06E-02	0.1919947848	4.50E-02
0.1344256748	0.3965648729	-0.2625124313	0.3210534676	-0.2335269027	0.1648006717	4.10E-02	0.1932142515	4.54E-02
0.134988244	0.3957528266	-0.2635782668	0.320354002	-0.2344663834	0.1658496408	4.13E-02	0.1944399808	4.58E-02
0.1355531622	0.3949262254	-0.2646481446	0.3196423476	-0.2354093157	0.1669040414	4.17E-02	0.1956719887	4.61E-02
0.136120439	0.3940849985	-0.2657220766	0.3189184452	-0.2363557082	0.167963888	4.20E-02	0.1969102909	4.65E-02
0.1366900845	0.3932290753	-0.2668000746	0.3181822358	-0.2373055694	0.1690291954	4.23E-02	0.198154903	4.69E-02
0.1372621084	0.3923583855	-0.2678821505	0.3174336606	-0.2382589078	0.1700999779	4.27E-02	0.1994058404	4.73E-02
0.1378365207	0.3914728589	-0.2689683161	0.3166726608	-0.239215732	0.1711762498	4.30E-02	0.2006631183	4.77E-02
0.1384133314	0.3905724255	-0.2700585831	0.315899178	-0.2401760505	0.1722580253	4.34E-02	0.2019267519	4.80E-02
0.1389925505	0.3896570156	-0.2711529634	0.3151131539	-0.2411398715	0.1733453185	4.37E-02	0.2031967561	4.84E-02
0.1395741881	0.3887265599	-0.2722514687	0.3143145305	-0.2421072036	0.1744381433	4.41E-02	0.2044731455	4.88E-02
0.1401582542	0.387780989	-0.2733541108	0.3135032499	-0.243078055	0.1755365136	4.45E-02	0.2057559349	4.92E-02
0.140744759	0.386820234	-0.2744609015	0.3126792546	-0.244052434	0.1766404429	4.48E-02	0.2070451385	4.96E-02
0.1413337126	0.3858442263	-0.2755718524	0.3118424871	-0.2450303489	0.1777499449	4.52E-02	0.2083407706	5.00E-02
0.1419251254	0.3848528974	-0.2766869753	0.3109928903	-0.246011808	0.1788650329	4.56E-02	0.2096428451	5.04E-02
0.1425190075	0.3838461791	-0.2778062818	0.3101304073	-0.2469968193	0.1799857202	4.59E-02	0.210951376	5.09E-02
0.1431153692	0.3828240036	-0.2789297836	0.3092549815	-0.2479853909	0.1811120199	4.63E-02	0.2122663768	5.13E-02
0.143714221	0.3817863034	-0.2800574923	0.3083665563	-0.2489775311	0.1822439449	4.67E-02	0.213587861	5.17E-02
0.1443155732	0.3807330112	-0.2811894197	0.3074650758	-0.2499732477	0.1833815081	4.71E-02	0.2149158418	5.21E-02
0.1449194363	0.3796640601	-0.2823255771	0.3065504841	-0.2509725488	0.1845247221	4.75E-02	0.2162503323	5.25E-02
0.1455258207	0.3785793834	-0.2834659764	0.3056227255	-0.2519754422	0.1856735994	4.78E-02	0.2175913452	5.30E-02
0.146134737	0.3774789148	-0.2846106288	0.3046817448	-0.2529819358	0.1868281524	4.82E-02	0.2189388933	5.34E-02
0.1467461958	0.3763625884	-0.2857595461	0.303727487	-0.2539920376	0.1879883933	4.86E-02	0.2202929889	5.38E-02
0.1473602076	0.3752303386	-0.2869127397	0.3027598974	-0.2550057551	0.1891543341	4.90E-02	0.2216536441	5.43E-02
0.1479767831	0.3740821	-0.2880702211	0.3017789216	-0.2560230961	0.1903259867	4.94E-02	0.2230208711	5.47E-02
0.1485959331	0.3729178079	-0.2892320016	0.3007845054	-0.2570440683	0.1915033628	4.98E-02	0.2243946815	5.52E-02
0.1492176682	0.3717373975	-0.2903980928	0.2997765952	-0.2580686793	0.1926864739	5.02E-02	0.2257750869	5.56E-02
0.1498419993	0.3705408049	-0.2915685059	0.2987551376	-0.2590969366	0.1938753314	5.06E-02	0.2271620985	5.61E-02
0.1504689372	0.3693279662	-0.2927432523	0.2977200793	-0.2601288476	0.1950699465	5.11E-02	0.2285557275	5.65E-02
0.1510984927	0.368098818	-0.2939223434	0.2966713678	-0.2611644197	0.1962703301	5.15E-02	0.2299559846	5.70E-02
0.1517306769	0.3668532974	-0.2951057903	0.2956089505	-0.2622036604	0.1974764932	5.19E-02	0.2313628804	5.74E-02
0.1523655007	0.3655913417	-0.2962936045	0.2945327756	-0.2632465768	0.1986884462	5.23E-02	0.2327764253	5.79E-02
0.1530029752	0.364312889	-0.2974857969	0.2934427912	-0.2642931763	0.1999061999	5.27E-02	0.2341966294	5.84E-02
0.1536431113	0.3630178773	-0.2986823789	0.2923389461	-0.2653434659	0.2011297643	5.32E-02	0.2356235025	5.88E-02
0.1542859202	0.3617062455	-0.2998833615	0.2912211895	-0.2663974526	0.2023591495	5.36E-02	0.2370570542	5.93E-02
0.154931413	0.3603779328	-0.3010887558	0.2900894708	-0.2674551436	0.2035943656	5.40E-02	0.2384972939	5.98E-02
0.1555796011	0.3590328787	-0.3022985729	0.2889437398	-0.2685165458	0.2048354221	5.45E-02	0.2399442307	6.03E-02
0.1562304955	0.3576710233	-0.3035128238	0.287783947	-0.2695816659	0.2060823286	5.49E-02	0.2413978732	6.08E-02
0.1568841077	0.3562923073	-0.3047315194	0.286610043	-0.2706505108	0.2073350943	5.54E-02	0.2428582302	6.13E-02
0.1575404489	0.3548966716	-0.3059546707	0.2854219789	-0.2717230873	0.2085937284	5.58E-02	0.2443253097	6.18E-02
0.1581995306	0.3534840579	-0.3071822884	0.2842197064	-0.2727994018	0.2098582397	5.63E-02	0.24579912	6.23E-02
0.1588613642	0.3520544081	-0.3084143835	0.2830031774	-0.273879461	0.2111286368	5.67E-02	0.2472796686	6.28E-02
0.1595259611	0.3506076648	-0.3096509668	0.2817723444	-0.2749632713	0.2124049284	5.72E-02	0.248766963	6.33E-02
0.1601933331	0.3491437711	-0.3108920489	0.2805271603	-0.2760508392	0.2136871225	5.77E-02	0.2502610103	6.38E-02
0.1608634915	0.3476626705	-0.3121376404	0.2792675785	-0.2771421708	0.2149752273	5.81E-02	0.2517618174	6.43E-02
0.1615364481	0.3461643074	-0.3133877521	0.2779935529	-0.2782372725	0.2162692505	5.86E-02	0.2532693908	6.48E-02
0.1622122145	0.3446486262	-0.3146423946	0.2767050378	-0.2793361504	0.2175691997	5.91E-02	0.2547837369	6.54E-02
0.1628908025	0.3431155723	-0.3159015782	0.275401988	-0.2804388104	0.2188750823	5.96E-02	0.2563048615	6.59E-02
0.1635722238	0.3415650916	-0.3171653135	0.2740843589	-0.2815452586	0.2201869054	6.00E-02	0.2578327703	6.64E-02
0.1642564903	0.3399971303	-0.3184336108	0.2727521064	-0.2826555007	0.2215046758	6.05E-02	0.2593674686	6.70E-02
0.1649436139	0.3384116355	-0.3197064806	0.2714051867	-0.2837695426	0.2228284002	6.10E-02	0.2609089616	6.75E-02
0.1656336065	0.3368085549	-0.320983933	0.2700435568	-0.2848873899	0.2241580851	6.15E-02	0.2624572538	6.80E-02
0.16632648	0.3351878364	-0.3222659783	0.2686671741	-0.2860090481	0.2254937366	6.20E-02	0.2640123496	6.86E-02
0.1670222465	0.3335494291	-0.3235526267	0.2672759966	-0.2871345228	0.2268353606	6.25E-02	0.2655742532	6.91E-02
0.1677209181	0.3318932823	-0.3248438882	0.2658699829	-0.2882638192	0.2281829628	6.30E-02	0.2671429683	6.97E-02
0.1684225069	0.3302193461	-0.3261397729	0.2644490918	-0.2893969427	0.2295365487	6.35E-02	0.2687184982	7.03E-02
0.1691270251	0.3285275711	-0.3274402907	0.2630132833	-0.2905338984	0.2308961233	6.40E-02	0.270300846	7.08E-02
0.1698344849	0.3268179089	-0.3287454514	0.2615625174	-0.2916746913	0.2322616917	6.46E-02	0.2718900145	7.14E-02
0.1705448986	0.3250903113	-0.330055265	0.260096755	-0.2928193264	0.2336332584	6.51E-02	0.2734860059	7.20E-02
0.1712582786	0.3233447313	-0.3313697411	0.2586159576	-0.2939678084	0.2350108279	6.56E-02	0.2750888224	7.26E-02
0.1719746371	0.321581122	-0.3326888895	0.2571200872	-0.2951201422	0.2363944042	6.61E-02	0.2766984655	7.31E-02
0.1726939867	0.3197994378	-0.3340127196	0.2556091064	-0.2962763322	0.2377839913	6.67E-02	0.2783149366	7.37E-02
0.1734163399	0.3179996333	-0.3353412411	0.2540829785	-0.297436383	0.2391795928	6.72E-02	0.2799382367	7.43E-02
0.1741417091	0.3161816641	-0.3366744633	0.2525416674	-0.2986002989	0.2405812118	6.78E-02	0.2815683662	7.49E-02
0.174870107	0.3143454865	-0.3380123955	0.2509851377	-0.2997680842	0.2419888515	6.83E-02	0.2832053255	7.55E-02
0.1756015463	0.3124910574	-0.3393550472	0.2494133547	-0.300939743	0.2434025146	6.89E-02	0.2848491142	7.61E-02
0.1763360395	0.3106183347	-0.3407024274	0.2478262841	-0.3021152791	0.2448222035	6.94E-02	0.286499732	7.67E-02
0.1770735996	0.3087272768	-0.3420545453	0.2462238926	-0.3032946966	0.2462479205	7.00E-02	0.2881571779	7.74E-02
0.1778142392	0.3068178429	-0.3434114098	0.2446061473	-0.3044779992	0.2476796674	7.05E-02	0.2898214504	7.80E-02
0.1785579712	0.3048899933	-0.3447730299	0.2429730163	-0.3056651903	0.2491174457	7.11E-02	0.291492548	7.86E-02
0.1793048086	0.3029436886	-0.3461394145	0.2413244681	-0.3068562736	0.2505612569	7.17E-02	0.2931704685	7.92E-02
0.1800547643	0.3009788906	-0.3475105721	0.2396604722	-0.3080512523	0.2520111018	7.23E-02	0.2948552094	7.99E-02
0.1808078514	0.2989955617	-0.3488865116	0.2379809985	-0.3092501295	0.2534669811	7.28E-02	0.2965467678	8.05E-02
0.1815640828	0.2969936652	-0.3502672415	0.2362860179	-0.3104529084	0.2549288953	7.34E-02	0.2982451404	8.12E-02
0.1823234718	0.2949731652	-0.3516527701	0.234575502	-0.3116595919	0.2563968443	7.40E-02	0.2999503234	8.18E-02
0.1830860315	0.2929340267	-0.3530431059	0.232849423	-0.3128701826	0.257870828	7.46E-02	0.3016623126	8.25E-02
0.1838517752	0.2908762155	-0.354438257	0.2311077539	-0.3140846833	0.2593508457	7.52E-02	0.3033811036	8.31E-02
0.1846207161	0.2887996983	-0.3558382317	0.2293504688	-0.3153030963	0.2608368966	7.58E-02	0.3051066912	8.38E-02
0.1853928676	0.2867044426	-0.3572430379	0.227577542	-0.3165254239	0.2623289795	7.64E-02	0.3068390701	8.45E-02
0.1861682432	0.284590417	-0.3586526836	0.2257889491	-0.3177516684	0.2638270929	7.70E-02	0.3085782343	8.51E-02
0.1869468562	0.2824575906	-0.3600671766	0.2239846663	-0.3189818316	0.2653312347	7.77E-02	0.3103241777	8.58E-02
0.1877287202	0.2803059339	-0.3614865246	0.2221646705	-0.3202159155	0.266841403	7.83E-02	0.3120768933	8.65E-02
0.1885138488	0.278135418	-0.3629107352	0.2203289397	-0.3214539216	0.268357595	7.89E-02	0.313836374	8.72E-02
0.1893022555	0.2759460149	-0.3643398158	0.2184774525	-0.3226958516	0.2698798081	7.95E-02	0.3156026121	8.79E-02
0.1900939542	0.2737376977	-0.3657737738	0.2166101884	-0.3239417066	0.2714080388	8.02E-02	0.3173755996	8.86E-02
0.1908889584	0.2715104405	-0.3672126165	0.2147271278	-0.3251914879	0.2729422837	8.08E-02	0.3191553278	8.93E-02
0.1916872821	0.2692642182	-0.3686563509	0.2128282519	-0.3264451964	0.2744825388	8.15E-02	0.3209417877	9.00E-02
0.1924889391	0.2669990066	-0.370104984	0.2109135429	-0.327702833	0.2760288	8.21E-02	0.3227349698	9.07E-02
0.1932939433	0.2647147828	-0.3715585227	0.2089829836	-0.3289643983	0.2775810624	8.28E-02	0.3245348641	9.14E-02
0.1941023087	0.2624115247	-0.3730169737	0.2070365581	-0.3302298926	0.2791393212	8.35E-02	0.32634146	9.22E-02
0.1949140493	0.2600892111	-0.3744803436	0.2050742511	-0.3314993164	0.2807035711	8.41E-02	0.3281547467	9.29E-02
0.1957291792	0.2577478221	-0.3759486388	0.2030960483	-0.3327726696	0.2822738062	8.48E-02	0.3299747128	9.36E-02
0.1965477125	0.2553873386	-0.3774218657	0.2011019363	-0.3340499522	0.2838500206	8.55E-02	0.3318013461	9.44E-02
0.1973696635	0.2530077425	-0.3789000304	0.1990919026	-0.3353311638	0.2854322077	8.62E-02	0.3336346344	9.51E-02
0.1981950465	0.2506090171	-0.3803831391	0.1970659359	-0.3366163039	0.2870203608	8.68E-02	0.3354745646	9.59E-02
0.1990238758	0.2481911463	-0.3818711974	0.1950240255	-0.3379053719	0.2886144725	8.75E-02	0.3373211233	9.67E-02
0.1998561657	0.2457541154	-0.3833642114	0.192966162	-0.3391983667	0.2902145354	8.82E-02	0.3391742966	9.74E-02
0.2006919307	0.2432979107	-0.3848621864	0.1908923366	-0.3404952874	0.2918205415	8.89E-02	0.3410340699	9.82E-02
0.2015311853	0.2408225195	-0.386365128	0.1888025418	-0.3417961325	0.2934324823	8.96E-02	0.3429004283	9.90E-02
0.2023739441	0.2383279303	-0.3878730415	0.186696771	-0.3431009005	0.2950503491	9.04E-02	0.3447733562	9.98E-02
0.2032202217	0.2358141328	-0.3893859319	0.1845750185	-0.3444095897	0.2966741327	9.11E-02	0.3466528375	0.1005451879
0.2040700329	0.2332811176	-0.3909038044	0.1824372799	-0.3457221981	0.2983038237	9.18E-02	0.3485388557	0.1013411009
0.2049233923	0.2307288766	-0.3924266636	0.1802835515	-0.3470387236	0.299939412	9.25E-02	0.3504313936	0.1021429195
0.2057803148	0.2281574028	-0.3939545143	0.1781138308	-0.3483591636	0.3015808872	9.33E-02	0.3523304335	0.102950681
0.2066408153	0.2255666905	-0.3954873609	0.1759281164	-0.3496835156	0.3032282387	9.40E-02	0.3542359572	0.1037644229
0.2075049086	0.2229567349	-0.3970252078	0.1737264079	-0.3510117768	0.3048814551	9.48E-02	0.3561479459	0.1045841827
0.2083726099	0.2203275325	-0.398568059	0.1715087059	-0.3523439439	0.3065405249	9.55E-02	0.3580663802	0.105409998
0.2092439341	0.2176790812	-0.4001159186	0.1692750122	-0.3536800136	0.3082054361	9.63E-02	0.3599912403	0.1062419069
0.2101188964	0.2150113798	-0.4016687903	0.1670253296	-0.3550199824	0.3098761762	9.70E-02	0.3619225057	0.107079947
0.210997512	0.2123244285	-0.4032266778	0.1647596622	-0.3563638465	0.3115527324	9.78E-02	0.3638601552	0.1079241565
0.2118797962	0.2096182286	-0.4047895844	0.1624780148	-0.3577116016	0.3132350913	9.86E-02	0.3658041673	0.1087745735
0.2127657641	0.2068927827	-0.4063575134	0.1601803939	-0.3590632436	0.3149232392	9.94E-02	0.3677545197	0.1096312363
0.2136554314	0.2041480947	-0.4079304679	0.1578668065	-0.3604187679	0.3166171619	0.1001559882	0.3697111896	0.1104941831
0.2145488133	0.2013841697	-0.4095084507	0.1555372613	-0.3617781695	0.3183168449	0.1009494165	0.3716741537	0.1113634526
0.2154459254	0.1986010142	-0.4110914645	0.1531917679	-0.3631414434	0.320022273	0.1017487457	0.373643388	0.1122390833
0.2163467832	0.1957986356	-0.4126795117	0.1508303369	-0.3645085842	0.3217334308	0.1025540135	0.3756188678	0.1131211139
0.2172514025	0.1929770431	-0.4142725946	0.1484529805	-0.3658795863	0.3234503024	0.1033652575	0.3776005679	0.114009583
0.2181597988	0.1901362468	-0.4158707152	0.1460597118	-0.3672544437	0.3251728712	0.1041825158	0.3795884625	0.1149045297
0.2190719881	0.1872762584	-0.4174738754	0.143650545	-0.3686331503	0.3269011205	0.1050058263	0.3815825253	0.1158059929
0.2199879861	0.1843970906	-0.4190820768	0.1412254958	-0.3700156996	0.328635033	0.1058352271	0.3835827291	0.1167140116
0.2209078087	0.1814987578	-0.4206953208	0.138784581	-0.3714020848	0.3303745908	0.1066707564	0.3855890463	0.1176286251
0.2218314718	0.1785812754	-0.4223136087	0.1363278186	-0.3727922988	0.3321197757	0.1075124527	0.3876014485	0.1185498724
0.2227589916	0.1756446605	-0.4239369414	0.1338552277	-0.3741863344	0.3338705691	0.1083603544	0.3896199068	0.119477793
0.2236903842	0.1726889313	-0.4255653197	0.131366829	-0.3755841839	0.3356269516	0.1092145002	0.3916443917	0.1204124263
0.2246256656	0.1697141074	-0.4271987442	0.1288626442	-0.3769858393	0.3373889038	0.1100749288	0.3936748729	0.1213538117
0.2255648522	0.16672021	-0.428837215	0.1263426963	-0.3783912924	0.3391564053	0.1109416791	0.3957113195	0.1223019888
0.2265079602	0.1637072614	-0.4304807323	0.1238070097	-0.3798005347	0.3409294356	0.1118147901	0.3977537	0.1232569972
0.227455006	0.1606752854	-0.432129296	0.1212556099	-0.3812135572	0.3427079736	0.1126943008	0.3998019822	0.1242188767
0.2284060061	0.1576243075	-0.4337829055	0.1186885238	-0.3826303509	0.3444919977	0.1135802504	0.4018561332	0.1251876669
0.229360977	0.1545543542	-0.4354415603	0.1161057798	-0.3840509061	0.3462814858	0.1144726783	0.4039161196	0.1261634078
0.2303199352	0.1514654537	-0.4371052595	0.1135074073	-0.385475213	0.3480764153	0.1153716239	0.4059819071	0.1271461391
0.2312828973	0.1483576355	-0.4387740018	0.1108934373	-0.3869032615	0.3498767632	0.1162771266	0.4080534608	0.1281359009
0.2322498803	0.1452309308	-0.440447786	0.1082639019	-0.3883350411	0.3516825058	0.1171892262	0.4101307453	0.1291327331
0.2332209007	0.1420853719	-0.4421266102	0.1056188348	-0.3897705409	0.353493619	0.1181079623	0.4122137242	0.1301366757
0.2341959754	0.1389209929	-0.4438104727	0.1029582709	-0.3912097497	0.3553100783	0.1190333748	0.4143023606	0.1311477689
0.2351751215	0.1357378292	-0.4454993711	0.1002822466	-0.3926526561	0.3571318586	0.1199655036	0.4163966169	0.1321660528
0.2361583558	0.1325359179	-0.447193303	9.76E-02	-0.3940992481	0.3589589342	0.1209043887	0.4184964547	0.1331915675
0.2371456955	0.1293152973	-0.4488922658	9.49E-02	-0.3955495134	0.360791279	0.1218500702	0.4206018351	0.1342243533
0.2381371577	0.1260760074	-0.4505962563	9.22E-02	-0.3970034396	0.3626288664	0.1228025883	0.4227127182	0.1352644502
0.2391327596	0.1228180898	-0.4523052713	8.94E-02	-0.3984610135	0.364471669	0.1237619832	0.4248290635	0.1363118987
0.2401325185	0.1195415875	-0.4540193072	8.67E-02	-0.3999222219	0.3663196594	0.1247282953	0.42695083	0.137366739
0.2411364518	0.1162465451	-0.4557383601	8.39E-02	-0.401387051	0.3681728091	0.1257015651	0.4290779756	0.1384290113
0.2421445768	0.1129330088	-0.4574624259	8.11E-02	-0.4028554867	0.3700310895	0.126681833	0.4312104578	0.139498756
0.2431569111	0.1096010262	-0.4591915	7.83E-02	-0.4043275145	0.3718944713	0.1276691396	0.4333482331	0.1405760133
0.2441734723	0.1062506466	-0.4609255778	7.55E-02	-0.4058031196	0.3737629245	0.1286635255	0.4354912575	0.1416608236
0.245194278	0.1028819209	-0.4626646542	7.27E-02	-0.4072822866	0.3756364188	0.1296650316	0.437639486	0.1427532272
0.2462193459	9.95E-02	-0.4644087237	6.98E-02	-0.408765	0.3775149234	0.1306736985	0.4397928732	0.1438532643
0.2472486938	9.61E-02	-0.4661577808	6.70E-02	-0.4102512435	0.3793984066	0.131689567	0.4419513725	0.1449609753
0.2482823397	9.27E-02	-0.4679118194	6.41E-02	-0.4117410007	0.3812868365	0.1327126781	0.4441149369	0.1460764004
0.2493203014	8.92E-02	-0.4696708331	6.12E-02	-0.4132342547	0.3831801805	0.1337430727	0.4462835186	0.1471995799
0.2503625969	8.58E-02	-0.4714348154	5.83E-02	-0.4147309882	0.3850784055	0.1347807918	0.4484570688	0.148330554
0.2514092444	8.23E-02	-0.4732037592	5.54E-02	-0.4162311833	0.3869814777	0.1358258765	0.4506355382	0.1494693629
0.252460262	7.88E-02	-0.4749776572	5.25E-02	-0.4177348219	0.3888893629	0.1368783677	0.4528188766	0.1506160467
0.2535156681	7.53E-02	-0.4767565017	4.95E-02	-0.4192418854	0.3908020264	0.1379383066	0.455007033	0.1517706456
0.2545754808	7.17E-02	-0.4785402848	4.66E-02	-0.4207523546	0.3927194327	0.1390057344	0.4571999556	0.1529331996
0.2556397186	6.82E-02	-0.4803289982	4.36E-02	-0.4222662101	0.3946415458	0.1400806922	0.459397592	0.1541037487
0.2567084	6.46E-02	-0.482122633	4.06E-02	-0.4237834318	0.3965683293	0.1411632212	0.4615998887	0.1552823329
0.2577815435	6.10E-02	-0.4839211803	3.76E-02	-0.4253039993	0.398499746	0.1422533626	0.4638067917	0.156468992
0.2588591677	5.74E-02	-0.4857246306	3.46E-02	-0.4268278918	0.4004357583	0.1433511577	0.4660182461	0.1576637658
0.2599412915	5.38E-02	-0.4875329741	3.15E-02	-0.4283550877	0.402376328	0.1444566477	0.468234196	0.1588666941
0.2610279335	5.02E-02	-0.4893462008	2.85E-02	-0.4298855654	0.4043214161	0.1455698739	0.4704545851	0.1600778165
0.2621191126	4.65E-02	-0.4911643	2.54E-02	-0.4314193023	0.4062709832	0.1466908774	0.4726793559	0.1612971726
0.2632148478	4.29E-02	-0.4929872608	2.24E-02	-0.4329562758	0.4082249894	0.1478196997	0.4749084502	0.1625248018
0.2643151581	3.92E-02	-0.494815072	1.93E-02	-0.4344964624	0.4101833941	0.1489563818	0.4771418092	0.1637607435
0.2654200625	3.55E-02	-0.4966477218	1.62E-02	-0.4360398384	0.4121461561	0.1501009651	0.4793793729	0.1650050368
0.2665295803	3.17E-02	-0.4984851982	1.31E-02	-0.4375863794	0.4141132336	0.1512534908	0.4816210808	0.1662577209
0.2676437308	2.80E-02	-0.5003274887	9.92E-03	-0.4391360606	0.4160845843	0.152414	0.4838668713	0.1675188349
0.2687625333	2.43E-02	-0.5021745805	6.78E-03	-0.4406888566	0.4180601651	0.1535825339	0.4861166823	0.1687884175
0.2698860071	2.05E-02	-0.5040264601	3.62E-03	-0.4422447416	0.4200399326	0.1547591337	0.4883704505	0.1700665075
0.2710141719	1.67E-02	-0.5058831139	4.54E-04	-0.4438036891	0.4220238425	0.1559438405	0.4906281119	0.1713531434
0.2721470471	1.29E-02	-0.5077445279	-2.73E-03	-0.4453656722	0.4240118502	0.1571366952	0.4928896019	0.1726483637
0.2732846525	9.06E-03	-0.5096106873	-5.93E-03	-0.4469306633	0.4260039102	0.158337739	0.4951548546	0.1739522065
0.2744270079	5.22E-03	-0.5114815773	-9.13E-03	-0.4484986345	0.4279999766	0.1595470128	0.4974238037	0.1752647101
0.2755741329	1.37E-03	-0.5133571824	-1.24E-02	-0.450069557	0.4300000028	0.1607645574	0.4996963816	0.1765859123
0.2767260477	-2.50E-03	-0.5152374867	-1.56E-02	-0.4516434019	0.4320039416	0.1619904137	0.5019725202	0.1779158507
0.277882772	-6.39E-03	-0.517122474	-1.88E-02	-0.4532201393	0.4340117453	0.1632246225	0.5042521505	0.1792545629
0.2790443262	-1.03E-02	-0.5190121275	-2.21E-02	-0.4547997389	0.4360233654	0.1644672243	0.5065352024	0.1806020863
0.2802107302	-1.42E-02	-0.52090643	-2.54E-02	-0.4563821698	0.438038753	0.1657182599	0.5088216052	0.1819584579
0.2813820044	-1.81E-02	-0.5228053638	-2.87E-02	-0.4579674005	0.4400578585	0.1669777697	0.5111112872	0.1833237146
0.2825581691	-2.21E-02	-0.5247089107	-3.20E-02	-0.4595553991	0.4420806316	0.1682457941	0.5134041758	0.184697893
0.2837392446	-2.61E-02	-0.5266170523	-3.53E-02	-0.4611461327	0.4441070215	0.1695223734	0.5157001977	0.1860810296
0.2849252516	-3.00E-02	-0.5285297692	-3.86E-02	-0.4627395682	0.4461369768	0.1708075478	0.5179992785	0.1874731604
0.2861162107	-3.40E-02	-0.5304470421	-4.19E-02	-0.4643356715	0.4481704453	0.1721013573	0.5203013432	0.1888743215
0.2873121423	-3.81E-02	-0.5323688507	-4.53E-02	-0.4659344082	0.4502073745	0.173403842	0.5226063157	0.1902845484
0.2885130675	-4.21E-02	-0.5342951746	-4.86E-02	-0.4675357431	0.4522477111	0.1747150415	0.5249141191	0.1917038765
0.2897190069	-4.61E-02	-0.5362259927	-5.20E-02	-0.4691396405	0.4542914012	0.1760349957	0.5272246756	0.1931323409
0.2909299816	-5.02E-02	-0.5381612835	-5.54E-02	-0.4707460639	0.4563383903	0.177363744	0.5295379065	0.1945699762
0.2921460125	-5.43E-02	-0.5401010248	-5.88E-02	-0.4723549761	0.4583886233	0.1787013257	0.5318537324	0.196016817
0.2933671207	-5.83E-02	-0.542045194	-6.22E-02	-0.4739663395	0.4604420445	0.1800477802	0.5341720729	0.1974728975
0.2945933276	-6.24E-02	-0.543993768	-6.56E-02	-0.4755801157	0.4624985976	0.1814031464	0.5364928466	0.1989382513
0.2958246543	-6.66E-02	-0.5459467232	-6.90E-02	-0.4771962655	0.4645582256	0.1827674632	0.5388159714	0.2004129121
0.2970611222	-7.07E-02	-0.5479040354	-7.24E-02	-0.4788147492	0.4666208711	0.1841407693	0.5411413642	0.2018969128
0.2983027528	-7.48E-02	-0.5498656799	-7.59E-02	-0.4804355264	0.468686476	0.1855231032	0.5434689412	0.2033902864
0.2995495677	-7.90E-02	-0.5518316313	-7.94E-02	-0.4820585558	0.4707549814	0.1869145031	0.5457986176	0.2048930651
0.3008015885	-8.31E-02	-0.5538018639	-8.28E-02	-0.4836837957	0.4728263281	0.1883150071	0.5481303076	0.2064052809
0.3020588369	-8.73E-02	-0.5557763512	-8.63E-02	-0.4853112035	0.4749004563	0.1897246531	0.5504639247	0.2079269655
0.3033213348	-9.15E-02	-0.5577550663	-8.98E-02	-0.4869407358	0.4769773053	0.1911434788	0.5527993817	0.20945815
0.3045891041	-9.57E-02	-0.5597379817	-9.33E-02	-0.4885723488	0.4790568141	0.1925715214	0.55513659	0.2109988653
0.3058621667	-1.00E-01	-0.5617250693	-9.68E-02	-0.4902059976	0.481138921	0.1940088181	0.5574754607	0.2125491416
